AT01H001,31,F
NP07H043,0,M
NP07H051,41,F
NP07H051,11,M
NP07H102,12,F
NP07H102,28,F
NP07H102,40,M
NP07H155,47,F
NP07H182,2,F
NP07H308,65,F
NP07H308,62,M
NP07H308,2,M
NP07H310,8,F
NP07H310,37,F
NP07H310,15,F
NP07H310,39,M
NP07H319,17,F
NP07H319,47,F
NP07H319,17,M
NP07H337,37,F
NP07H337,10,M
NP07H357,19,F
NP07H357,13,M
NP08H001,28,F
NP08H001,48,F
NP08H001,10,F
NP08H014,5,M
NP08H020,17,F
NP08H020,63,F
NP08H020,21,M
NP08H021,6,F
NP08H028,59,F
NP08H028,6,M
NP08H040,0,F
NP08H044,11,F
NP08H044,52,F
NP08H044,35,F
NP08H044,56,M
NP08H044,44,M
NP08H073,0,M
NP08H080,40,F
NP08H080,0,F
NP08H080,19,F
NP08H080,22,M
NP08H080,47,M
NP08H084,53,M
NP08H084,10,M
NP08H085,28,F
NP08H085,5,F
NP08H085,1,M
NP09H001,16,F
NP09H001,53,F
NP09H001,57,M
NP11H282,41,F
NP11H282,12,M
NP11H282,45,M
NP11H284,3,F
NP11H284,31,F
NP11H284,52,M
SK01H001,11,F
SK01H001,55,F
SK01H001,15,F
SK01H001,31,F
SK01H001,33,M
SK01H001,61,M
SK01H001,13,M
SK01H011,15,F
SK01H011,4,F
SK02H001,44,F
SK02H001,15,M
SK02H001,47,M
SK02H018,0,F
SK02H021,32,F
SK02H021,29,M
SK02H035,21,F
SK02H035,46,M
SK02H036,53,F
SK02H036,69,F
SK02H036,33,F
SK02H036,3,F
SK02H036,19,M
SK02H036,36,M
SK02H036,15,M
SK02H037,8,M
SK03H001,53,F
SK03H001,17,M
SK03H010,7,F
SK04H001,38,F
SK04H001,11,M
SK04H001,41,M
SK04H001,1,M
SK05H001,43,F
SK05H001,44,M
SK06H001,13,F
SK06H001,17,F
SK06H001,58,F
SK06H001,16,F
SK06H001,38,F
SK06H001,18,M
SK06H001,18,M
SK06H001,63,M
SK06H002,31,F
SK06H002,0,M
SK06H002,44,M
SK06H005,50,F
SK06H005,18,M
SK06H005,28,M
SK06H005,53,M
SK06H026,24,F
SK06H026,21,M
SK06H026,48,M
SK06H026,29,M
SK06H032,50,F
SK06H032,45,F
SK06H032,1,F
SK06H032,5,F
SK06H032,7,M
SK06H040,38,F
SK06H040,14,F
SK06H049,20,F
SK06H049,21,M
SK06H054,11,F
SK06H059,16,M
SK06H069,1,F
SK06H085,6,F
SK06H087,13,M
SK06H089,8,M
SK06H111,0,M
SK06H182,22,M
SK06H182,1,M
SK06H230,11,F
SK06H230,44,F
SK06H230,10,F
SK06H230,17,F
SK06H234,5,F
SK06H327,26,F
SK06H327,41,F
SK06H327,22,M
SK06H327,41,M
SK06H339,0,F
SK06H339,58,M
SK06H339,6,M
SK06H346,9,F
SK06H346,65,F
SK06H346,22,M
SK06H363,42,F
SK06H363,12,F
SK06H365,2,F
SK06H365,44,M
SK06H370,22,F
SK06H485,43,F
SK06H485,21,M
SK06H485,17,M
SK06H485,46,M
SK06H485,13,M
SK06H498,32,F
SK06H501,20,F
SK06H558,37,F
SK06H558,13,F
SK06H558,6,M
SK06H563,0,M
SK06H609,44,F
SK06H609,15,F
SK06H609,13,M
SK06H609,3,M
SK06H655,7,F
SK06H655,32,F
SK06H655,37,M
SK06H682,14,F
SK06H717,13,F
SK06H717,49,F
SK06H717,24,F
SK06H717,17,F
SK06H717,2,F
SK06H717,25,M
SK06H718,28,F
SK06H731,44,F
SK06H731,18,F
SK06H731,21,M
SK06H731,44,M
SK06H731,15,M
SK06H759,17,F
SK06H759,12,F
SK06H759,13,F
SK06H759,19,F
SK06H759,43,M
SK06H760,0,F
SK06H771,48,F
SK06H771,42,M
SK06H790,21,F
SK06H790,43,F
SK06H790,16,F
SK06H790,3,F
SK06H790,0,F
SK06H790,47,M
SK06H790,3,M
SK06H810,0,M
SK06H813,75,M
SK06H814,6,F
SK06H814,3,F
SK06H814,35,F
SK06H814,13,F
SK06H814,12,F
SK06H814,45,F
SK06H814,24,F
SK06H814,3,F
SK06H814,4,M
SK06H814,38,M
SK06H816,15,F
SK06H816,48,F
SK06H816,63,M
SK06H816,18,M
SK06H823,22,F
SK07H001,70,F
SK07H001,17,M
SK07H007,13,F
SK07H023,4,F
SK07H028,15,F
SK08H001,49,F
SK08H001,8,M
SK08H001,16,M
SK08H002,14,M
SK08H002,50,M
SK08H011,15,F
SK08H015,31,F
SK08H015,11,M
SK10H001,34,F
SK10H001,17,M
SK10H001,44,M
SK10H004,55,F
SK10H004,57,M
SK10H004,8,M
SK10H007,14,F
SK10H007,56,F
SK10H028,12,F
SK10H047,5,M
SK10H081,2,F
SK10H081,33,F
SK10H081,18,F
SK11H001,47,F
SK11H001,17,M
SK11H009,2,F
SK11H009,1,F
SK11H023,3,F
SK11H023,2,F
SK11H023,35,F
SK11H030,42,F
SK11H030,12,M
SK12H001,17,F
SK12H001,42,F
SK12H004,61,F
SK12H004,5,M
SK12H006,19,F
SK12H006,46,F
SK12H006,19,M
SK12H006,48,M
SK12H007,73,F
ST01H003,42,F
ST01H003,44,F
ST01H003,12,M
ST01H003,41,M
ST01H021,74,M
ST02H001,24,F
ST02H001,79,F
ST02H001,44,F
ST02H001,43,F
ST02H001,0,F
ST02H001,67,M
ST02H001,8,M
ST02H005,47,F
ST02H005,2,F
ST02H005,57,M
ST02H030,21,M
ST02H078,16,F
ST02H078,58,F
ST02H078,20,M
ST04H001,34,F
ST04H001,35,F
ST04H001,17,M
ST04H001,17,M
ST04H001,36,M
ST04H015,18,F
ST04H018,55,F
ST04H020,21,F
ST04H020,59,F
ST04H020,40,F
ST04H020,36,F
ST04H020,17,F
ST04H020,17,F
ST04H020,11,M
ST04H020,8,M
ST04H024,0,F
ST04H032,29,F
ST04H032,12,M
ST04H043,19,M
ST04H058,12,F
ST04H058,40,F
ST05H001,40,F
ST05H001,81,F
ST05H001,15,M
ST05H001,40,M
ST05H001,12,M
ST05H002,11,M
ST05H002,36,M
ST05H002,25,M
ST05H008,0,M
ST06H001,15,F
ST06H001,36,F
ST06H001,11,F
ST06H001,36,M
ST06H010,52,F
ST06H010,28,F
ST06H010,8,M
ST06H010,53,M
ST06H010,29,M
ST07H003,28,M
ST07H004,7,M
ST07H005,5,F
ST07H006,1,M
ST07H013,14,F
ST07H015,22,F
ST07H015,64,F
ST07H015,1,F
ST07H015,68,M
ST07H015,36,M
ST07H019,68,M
ST07H028,15,F
ST07H028,33,F
ST07H028,62,F
ST07H028,35,M
ST07H028,74,M
ST07H029,41,F
ST07H030,35,F
ST07H044,0,F
ST08H001,40,F
ST08H001,15,F
ST08H001,10,M
ST09H001,25,F
ST09H001,41,F
ST09H001,13,F
ST09H001,45,M
ST09H009,41,F
ST09H009,14,F
ST09H013,63,F
ST09H013,10,M
ST10H001,15,F
ST10H001,33,F
ST10H001,31,M
ST11H001,15,F
ST11H001,34,F
ST11H001,10,F
ST12H001,19,F
ST12H001,25,M
ST12H015,30,F
ST12H015,50,F
ST12H015,0,M
ST12H015,27,M
ST12H015,51,M
ST12H027,70,F
ST12H027,18,F
ST12H037,19,M
ST12H065,27,F
ST12H065,45,F
ST12H065,29,M
ST12H072,49,F
ST12H072,17,M
ST12H072,13,M
TK01H024,42,F
TK01H024,16,M
TK01H024,44,M
TK01H036,9,F
TK04H025,20,F
TK04H025,46,F
TK04H030,42,F
TK04H030,10,M
TK04H030,50,M
TK05H001,43,F
TK05H001,11,M
TK05H001,44,M
TK06H001,62,F
TK06H001,28,M
TK06H001,65,M
TK06H001,4,M
TK06H010,52,F
TK06H010,24,F
TK06H010,16,M
TK06H010,59,M
TK06H037,3,M
TK06H043,33,F
TK06H043,12,M
TK06H043,0,M
TK06H043,43,M
TK06H043,16,M
TK07H001,17,F
TK07H001,35,F
TK07H004,29,F
TK07H004,53,F
TK07H004,35,M
TK07H004,16,M
TK08H001,12,F
TK08H001,59,F
TK08H001,44,F
TK08H001,46,M
TK08H028,8,F
TK08H028,44,F
TK08H028,36,M
TK08H031,8,F
TK08H031,39,F
TK08H031,60,F
TK08H031,16,M
TK08H080,46,F
TK08H080,12,M
TK08H080,41,M
TK08H080,35,M
TK08H080,18,M
TK08H102,21,F
TK08H102,54,F
TK08H102,1,F
TK08H102,23,M
TK08H102,55,M
TK10H001,16,F
TK10H001,42,F
TK10H001,49,M
TK12H001,71,F
TK12H001,8,M
TK12H001,13,M
TK12H001,20,M
TK12H001,75,M
TK12H017,18,M
TK13H001,19,M
TK13H005,0,M
TK13H007,0,F
TK13H010,19,F
TK13H011,32,F
TK13H019,22,F
TK13H019,43,F
TK13H028,9,F
TK13H028,50,F
TK13H028,2,M
TK13H030,63,M
TM02H001,52,F
TM02H001,13,M
TM02H001,66,M
TM02H001,94,M
TM02H001,31,M
TM02H003,54,F
TM02H003,13,M
TM02H003,3,M
TM02H032,52,F
TM02H032,12,F
TM02H032,14,M
TM02H036,0,M
TM06H001,72,F
TM06H001,8,M
TM06H001,46,M
TM06H002,47,F
TM06H003,75,F
TM06H003,5,M
TM06H011,55,F
TM06H011,3,M
TM06H013,10,F
TM06H013,3,M
TM06H014,2,M
TM06H018,40,F
TM06H018,15,M
TM06H018,41,M
TM06H020,37,F
TM06H020,11,F
TM06H027,6,F
TM06H027,73,M
TM06H031,10,F
TM06H031,36,F
TM06H031,11,F
TM06H031,56,F
TM06H031,42,M
TM06H035,11,F
TM06H035,55,F
TM06H036,6,F
TM06H036,10,F
TM06H036,9,M
TN02H017,3,F
TN02H017,50,M
TN02H018,16,M
TN02H018,83,M
TN02H085,0,F
TN02H086,53,F
TN02H086,19,M
TN02H088,13,F
TN02H089,4,F
TN02H089,33,F
TN02H089,6,F
TN02H089,57,F
TN02H089,37,M
TN02H193,39,F
TN02H193,20,M
TN02H193,36,M
TN03H012,39,F
TN03H012,19,F
TN03H012,53,F
TN03H012,29,F
TN03H012,45,M
TN03H012,55,M
TN03H012,1,M
TN03H063,18,F
TN03H063,57,F
TN03H063,2,F
TN03H063,19,M
TN03H063,16,M
TN03H063,33,M
TN04H065,46,F
TN04H065,26,F
TN04H067,22,F
TN04H067,11,M
TN04H068,0,M
TN04H108,0,F
TN04H110,28,F
TN04H110,5,F
TN04H110,13,F
TN04H110,33,M
TN04H110,61,M
TN04H110,18,M
TN04H111,0,M
TN04H132,40,F
TN04H132,72,M
TN04H132,5,M
TN04H132,7,M
TN04H251,0,F
TN04H266,0,M
TN04H268,0,F
TN05H001,56,F
TN05H001,15,F
TN05H009,68,F
TN05H009,18,M
TN05H010,46,F
TN05H010,5,M
TN05H017,61,F
TN05H017,27,F
TN05H017,44,F
TN05H017,3,M
TN05H026,28,F
TN05H027,61,F
TN05H027,6,F
TN05H027,61,M
TN05H036,67,F
TN05H037,56,F
TN05H037,28,F
TN05H037,6,F
TN05H038,0,M
TN05H041,20,F
TN05H041,14,F
TN06H001,18,F
TN06H001,49,F
TN06H001,40,F
TN06H001,13,F
TN06H001,82,M
TN06H001,40,M
TN06H005,0,F
TN06H006,0,M
TN06H008,28,F
TN06H008,57,F
TN06H008,59,M
TN06H008,1,M
TN06H008,28,M
TN06H025,11,F
TN06H025,61,F
TN06H025,29,F
TN06H025,6,F
TN06H025,64,M
TN07H001,10,F
TN07H001,39,F
TN07H001,61,F
TN09H001,28,M
TN09H001,52,M
TN09H012,66,F
TN09H012,71,M
TN09H229,29,M
TN09H295,2,M
TN09H355,15,F
TN09H355,17,F
TN09H355,16,F
TN09H355,18,F
TN09H355,22,F
TN09H355,14,F
TN09H355,15,F
TN09H355,17,F
TN09H412,25,F
TN09H458,9,F
TN10H001,64,F
TN10H001,68,M
TN10H008,0,F
TN10H010,1,M
TN10H014,44,F
TN10H014,26,F
TN10H014,22,M
TN10H014,47,M
TN10H034,19,F
TN10H034,2,M
TN13H007,9,F
TN13H007,33,F
TN13H007,42,M
TN13H043,13,M
TN13H047,31,F
TN13H216,26,F
TN13H216,30,M
TN13H217,67,F
TN13H217,74,M
TN14H043,53,F
TN14H043,5,M
TN14H050,39,F
TN14H050,9,F
TN14H050,46,M
TN14H051,50,F
TN14H051,5,M
TN14H085,52,F
TN14H085,3,F
TN14H208,10,F
TN14H208,19,F
TN14H208,44,F
TN14H208,19,M
TN14H208,0,M
TN14H208,52,M
TN15H012,75,F
TN15H012,12,M
TN15H022,69,F
TN15H022,8,F
TN15H022,77,M
TN15H024,40,F
TN15H024,17,F
TN15H024,45,M
TN15H024,21,M
TN15H024,10,M
TN15H026,51,F
TN15H026,16,F
TN15H026,56,M
TN15H027,24,M
TN15H033,19,F
TN15H034,16,F
TN15H034,58,F
TN15H034,5,F
TN15H034,2,F
TN15H034,60,M
TN15H034,6,M
TN15H034,18,M
TN15H034,1,M
TN15H080,70,F
TN15H080,12,M
TN15H093,44,F
TN15H093,19,F
TN15H093,10,M
TN15H093,51,M
TN15H093,20,M
TN15H095,39,F
TN15H095,13,F
TN15H095,39,M
TN15H095,7,M
TN15H100,1,F
TN15H100,12,F
TN15H101,12,F
TN15H101,12,F
TN15H101,1,F
TN15H101,3,F
TN15H101,24,M
TN15H235,35,F
TN15H235,14,F
TN15H235,12,M
TN15H235,36,M
TN15H235,71,M
TN15H235,6,M
TN15H289,0,M
TN16H087,28,F
TN16H087,47,F
TN16H087,5,F
TN16H197,18,F
TN16H197,19,F
TN18H001,17,F
TN18H001,54,F
TN18H001,52,M
TN18H014,54,F
TN18H014,20,M
TN18H014,49,M
TN18H019,12,F
TN18H019,29,F
TN18H019,3,F
TN18H020,67,F
TN18H020,19,F
TN18H020,33,M
TN18H021,50,F
TN18H021,21,F
TN18H021,2,M
TN18H023,5,F
TN18H023,25,F
TN18H023,15,M
TN18H037,30,F
TN18H037,6,M
TN18H037,0,M
TN19H001,13,F
TN19H023,37,F
TN19H023,96,F
TN19H023,12,M
TN21H001,9,F
TN21H031,14,M
TN21H041,39,F
TN21H041,20,M
TN21H079,36,F
TN21H079,12,F
TN21H079,16,M
TN21H079,42,M
TP06H001,24,F
TP06H001,22,M
TP06H013,41,F
TP06H013,18,M
TP06H013,20,M
TP07H001,21,F
TP07H001,18,M
TP13H001,5,F
TP13H001,24,M
TP13H001,16,M
TP16H001,38,F
TP16H001,61,F
TP16H001,10,F
TP16H001,10,M
TT01H001,13,F
TT01H001,57,M
TT01H008,29,M
TT01H025,44,F
TT01H025,2,M
TT01H035,51,F
TT01H035,9,F
TT01H035,2,M
TT01H035,35,M
TT02H001,60,F
TT02H001,32,F
TT02H001,17,M
TT02H001,58,M
TT02H001,5,M
TT04H001,86,F
TT04H001,59,F
TT04H001,21,F
TT04H001,24,M
TT04H013,64,F
TT04H013,31,F
TT04H013,12,F
TT04H013,58,M
TT04H013,1,M
TT04H030,50,F
TT04H030,53,M
TT04H031,11,F
TT05H001,9,F
TT05H001,59,F
TT05H001,14,M
TT05H001,62,M
TT07H032,56,F
TT07H032,35,F
TT07H032,60,M
TT07H032,3,M
TT08H001,11,F
TT08H001,44,F
TT08H001,2,F
TT08H001,4,M
TT08H044,4,M
TT08H044,10,M
TT08H045,0,M
TT08H047,36,F
TT08H047,4,M
TT08H054,55,F
TT08H054,27,M
TT08H059,36,F
TT08H059,9,M
TT08H107,65,F
TT08H107,31,M
TT08H107,3,M
TT08H164,29,M
TT08H164,11,M
TT08H164,12,M
TT12H001,15,F
TT12H001,43,F
TT12H001,22,F
TT12H001,1,F
TT12H001,1,M
TT12H020,51,F
TT12H020,5,M
WT03H001,18,F
WT03H001,11,F
WT03H001,11,F
WT03H001,38,F
WT03H001,49,M
WT05H001,33,F
WT05H001,63,F
WT05H001,13,M
WT05H005,15,F
WT05H005,46,M
WT07H001,7,F
WT07H001,53,M
WT07H011,3,F
WT09H001,56,F
WT09H001,31,F
WT09H001,15,M
WT09H001,43,M
WT09H001,6,M
WT09H002,4,F
WT09H002,30,M
WT09H003,6,F
WT09H003,1,M
WT09H004,4,F
WT09H006,12,F
WT09H006,3,M
WT09H015,6,F
WT09H025,6,F
WT09H032,8,F
WT09H032,39,M
WT16H001,40,F
WT16H001,37,M
WT16H004,4,F
WT17H001,7,F
WT17H001,14,M
